Customer_ID,Product_ID,Category,Subcategory,Purchase_Amount,Purchase_Quantity,Unit_Price,Purchase_Date,Customer_Purchase_Count,Customer_Total_Spent,Customer_Average_Order
11,37,Clothing,Shoes,139.45,1,139.45,2023-03-01,1,139.45,337.66682539682535
58,44,Home & Living,Furniture,141.22,1,141.22,2023-05-12,1,141.22,280.8357352941177
324,5,Electronics,Accessories,796.83,1,796.83,2024-09-22,1,796.83,235.9871212121212
332,21,Beauty,Skincare,9.03,1,9.03,2024-04-09,1,9.03,241.64491228070176
356,29,Clothing,Shoes,96.0,3,32.0,2024-01-09,1,96.0,191.21983870967742
27,15,Home & Living,Storage,365.12,1,365.12,2023-12-08,1,365.12,220.85314814814814
214,13,Home & Living,Decor,270.17,1,270.17,2024-04-11,1,270.17,211.59135593220338
146,38,Beauty,Tools,28.69,1,28.69,2024-10-02,1,28.69,282.0832558139535
62,39,Home & Living,Bedding,120.42,2,60.21,2024-06-27,1,120.42,211.10764705882352
100,47,Electronics,Headphones,230.56,1,230.56,2023-05-19,1,230.56,139.09446153846153
36,27,Beauty,Makeup,13.58,1,13.58,2024-02-19,1,13.58,221.0391935483871
289,49,Clothing,Dresses,71.36,1,71.36,2024-09-02,1,71.36,251.905873015873
303,5,Electronics,Accessories,2222.09,3,740.7,2023-08-03,1,2222.09,267.46359375000003
9,12,Home & Living,Kitchen,142.54,1,142.54,2023-10-08,1,142.54,201.4240579710145
219,44,Home & Living,Furniture,406.79,3,135.6,2023-03-07,1,406.79,213.8040625
87,37,Clothing,Shoes,152.34,1,152.34,2025-01-15,1,152.34,175.4413953488372
408,36,Beauty,Tools,62.33,1,62.33,2024-04-11,1,62.33,205.9362686567164
102,22,Beauty,Makeup,81.4,2,40.7,2024-07-25,2,217.66,249.71690140845072
424,9,Clothing,Shoes,59.15,1,59.15,2024-12-24,1,59.15,204.6055
186,48,Beauty,Makeup,25.15,1,25.15,2024-12-07,1,25.15,155.51116279069765
321,15,Home & Living,Storage,732.41,2,366.2,2023-08-10,1,732.41,248.4269841269841
106,41,Clothing,Shoes,208.67,2,104.33,2024-01-28,1,208.67,198.87408163265306
67,28,Beauty,Makeup,173.36,2,86.68,2024-04-06,1,173.36,184.0305
115,42,Beauty,Haircare,76.79,1,76.79,2023-04-02,1,76.79,220.39328358208957
20,11,Home & Living,Furniture,255.44,1,255.44,2024-12-01,1,255.44,227.96986486486486
500,27,Beauty,Makeup,14.72,1,14.72,2023-12-25,1,14.72,191.0978431372549
135,38,Beauty,Tools,29.66,1,29.66,2024-11-30,2,1095.93,246.42188405797103
289,25,Beauty,Tools,31.3,1,31.3,2023-11-24,2,102.66,251.905873015873
364,45,Home & Living,Kitchen,209.02,1,209.02,2024-06-23,1,209.02,152.6867213114754
445,17,Books,Non-Fiction,64.03,2,32.02,2023-12-03,1,64.03,233.68555555555557
291,20,Books,Magazines,24.12,1,24.12,2024-12-03,1,24.12,179.80171875
83,13,Home & Living,Decor,825.37,3,275.12,2024-03-14,1,825.37,245.52136363636365
250,5,Electronics,Accessories,679.46,1,679.46,2023-12-21,1,679.46,162.07
480,50,Electronics,Tablets,1847.6,3,615.87,2024-03-08,1,1847.6,299.1382608695652
335,2,Electronics,Laptops,657.76,1,657.76,2025-01-03,1,657.76,246.80454545454546
218,30,Electronics,Smartphones,163.71,1,163.71,2023-11-19,1,163.71,195.07415384615385
401,2,Electronics,Laptops,1594.8,2,797.4,2024-08-10,1,1594.8,269.596
187,8,Clothing,Dresses,55.12,1,55.12,2023-05-31,1,55.12,279.31845070422537
229,40,Electronics,Accessories,229.76,1,229.76,2023-08-05,1,229.76,226.3890625
262,33,Books,Comics,9.38,1,9.38,2024-03-26,1,9.38,183.85510204081632
382,31,Clothing,Shoes,75.38,1,75.38,2024-12-01,1,75.38,218.68180327868853
339,41,Clothing,Shoes,97.61,1,97.61,2024-02-13,1,97.61,234.06171874999998
435,34,Books,Educational,64.91,3,21.64,2024-12-14,1,64.91,224.30342465753424
288,28,Beauty,Makeup,157.4,2,78.7,2023-07-18,1,157.4,286.48956521739126
102,21,Beauty,Skincare,25.75,3,8.58,2023-11-25,3,243.41,249.71690140845072
269,23,Beauty,Haircare,48.3,3,16.1,2024-03-11,1,48.3,252.65018867924528
287,3,Electronics,Headphones,103.38,1,103.38,2024-08-04,1,103.38,194.892
465,49,Clothing,Dresses,75.57,1,75.57,2023-01-21,1,75.57,202.17212765957447
70,43,Clothing,Dresses,123.72,3,41.24,2023-11-28,1,123.72,333.75755102040813
354,10,Clothing,Accessories,91.04,1,91.04,2023-11-10,1,91.04,140.28565217391304
412,25,Beauty,Tools,48.25,2,24.12,2023-08-24,1,48.25,299.041129032258
251,24,Beauty,Fragrances,32.46,1,32.46,2024-04-05,1,32.46,300.6121428571428
131,42,Beauty,Haircare,98.1,1,98.1,2024-09-05,1,98.1,185.92967741935482
449,33,Books,Comics,11.63,1,11.63,2024-10-03,1,11.63,237.12137931034482
177,40,Electronics,Accessories,249.61,1,249.61,2024-11-21,1,249.61,215.79964285714286
78,45,Home & Living,Kitchen,176.43,1,176.43,2023-12-16,1,176.43,310.42837209302326
357,45,Home & Living,Kitchen,493.67,3,164.56,2024-05-11,1,493.67,188.43666666666667
152,7,Clothing,Pants,98.75,1,98.75,2024-04-17,1,98.75,228.70716417910447
135,20,Books,Magazines,70.64,3,23.55,2023-08-27,3,1166.57,246.42188405797103
180,1,Electronics,Smartphones,569.04,1,569.04,2024-06-27,1,569.04,164.236
414,31,Clothing,Shoes,160.59,2,80.29,2024-05-19,1,160.59,274.3381632653061
218,20,Books,Magazines,23.6,1,23.6,2023-07-13,2,187.31,195.07415384615385
83,43,Clothing,Dresses,34.03,1,34.03,2023-11-07,2,859.4,245.52136363636365
359,23,Beauty,Haircare,17.75,1,17.75,2024-07-01,1,17.75,212.69725490196078
319,11,Home & Living,Furniture,508.34,2,254.17,2024-11-30,1,508.34,174.96666666666664
455,49,Clothing,Dresses,59.22,1,59.22,2024-10-30,1,59.22,213.98407407407407
278,9,Clothing,Shoes,54.11,1,54.11,2024-10-16,1,54.11,300.0651515151515
376,28,Beauty,Makeup,159.04,2,79.52,2023-12-30,1,159.04,173.94913793103447
327,16,Books,Fiction,18.89,1,18.89,2023-04-26,1,18.89,188.8114705882353
249,2,Electronics,Laptops,1465.94,2,732.97,2023-09-18,1,1465.94,243.6220895522388
405,18,Books,Educational,60.44,2,30.22,2024-12-09,1,60.44,147.18725806451613
260,25,Beauty,Tools,55.6,2,27.8,2023-12-04,1,55.6,240.80096153846154
162,28,Beauty,Makeup,93.41,1,93.41,2023-09-08,1,93.41,180.87706896551725
60,39,Home & Living,Bedding,52.12,1,52.12,2023-08-12,1,52.12,180.9535185185185
452,47,Electronics,Headphones,483.44,2,241.72,2023-06-20,1,483.44,296.85483870967744
330,15,Home & Living,Storage,369.43,1,369.43,2023-02-15,1,369.43,185.04892307692307
397,32,Electronics,Smartphones,585.52,1,585.52,2023-03-09,1,585.52,192.02684210526317
8,46,Clothing,Accessories,164.22,3,54.74,2023-09-28,1,164.22,216.81112903225804
393,26,Home & Living,Bedding,124.34,1,124.34,2024-05-21,1,124.34,215.41890625
290,17,Books,Non-Fiction,36.39,1,36.39,2024-10-07,1,36.39,319.04390625
271,28,Beauty,Makeup,89.8,1,89.8,2023-04-05,1,89.8,183.4251724137931
15,34,Books,Educational,24.53,1,24.53,2024-05-01,1,24.53,193.85705882352943
266,4,Electronics,Tablets,754.85,1,754.85,2024-03-20,1,754.85,262.18194029850747
498,16,Books,Fiction,18.4,1,18.4,2024-10-26,1,18.4,141.18755102040816
305,30,Electronics,Smartphones,426.01,3,142.0,2024-09-01,1,426.01,273.84854545454544
239,43,Clothing,Dresses,34.95,1,34.95,2023-08-08,1,34.95,358.74475409836066
458,32,Electronics,Smartphones,601.75,1,601.75,2025-01-03,1,601.75,241.74833333333333
216,44,Home & Living,Furniture,288.11,2,144.05,2024-02-18,1,288.11,324.1846428571429
341,50,Electronics,Tablets,778.96,1,778.96,2024-06-10,1,778.96,296.291935483871
443,6,Clothing,Shirts,117.02,1,117.02,2024-03-05,1,117.02,193.91406779661017
418,48,Beauty,Makeup,24.68,1,24.68,2023-09-27,1,24.68,222.5104081632653
266,21,Beauty,Skincare,9.03,1,9.03,2024-12-25,2,763.88,262.18194029850747
363,3,Electronics,Headphones,130.07,1,130.07,2023-01-26,1,130.07,197.11770491803279
374,34,Books,Educational,50.13,2,25.07,2023-05-10,1,50.13,302.6552380952381
212,26,Home & Living,Bedding,120.99,1,120.99,2024-03-31,1,120.99,208.29859154929576
111,17,Books,Non-Fiction,40.24,1,40.24,2023-09-02,1,40.24,180.5136231884058
44,44,Home & Living,Furniture,247.82,2,123.91,2023-07-20,1,247.82,302.91173076923076
499,15,Home & Living,Storage,368.89,1,368.89,2025-01-02,1,368.89,340.55590163934426
178,5,Electronics,Accessories,820.84,1,820.84,2024-07-04,1,820.84,244.85704225352112
469,6,Clothing,Shirts,112.51,1,112.51,2024-05-10,1,112.51,139.13129032258064
174,31,Clothing,Shoes,147.6,2,73.8,2023-03-13,1,147.6,192.0776923076923
469,9,Clothing,Shoes,67.26,1,67.26,2023-05-25,2,179.77,139.13129032258064
212,9,Clothing,Shoes,58.46,1,58.46,2024-05-10,2,179.45,208.29859154929576
133,37,Clothing,Shoes,121.68,1,121.68,2024-12-04,1,121.68,243.51828125
373,48,Beauty,Makeup,24.75,1,24.75,2024-07-17,1,24.75,135.79526315789474
214,1,Electronics,Smartphones,1165.74,2,582.87,2024-09-21,2,1435.91,211.59135593220338
224,12,Home & Living,Kitchen,165.53,1,165.53,2023-12-11,1,165.53,193.9927027027027
28,36,Beauty,Tools,54.61,1,54.61,2024-04-18,1,54.61,249.862
493,38,Beauty,Tools,27.94,1,27.94,2024-10-09,1,27.94,141.21
129,46,Clothing,Accessories,57.91,1,57.91,2024-06-20,1,57.91,182.19939393939393
300,37,Clothing,Shoes,140.81,1,140.81,2024-04-01,1,140.81,192.8461290322581
180,2,Electronics,Laptops,761.62,1,761.62,2024-08-04,2,1330.6599999999999,164.236
485,47,Electronics,Headphones,511.63,2,255.81,2024-04-21,1,511.63,217.40666666666667
446,47,Electronics,Headphones,278.48,1,278.48,2023-07-02,1,278.48,199.3397674418605
487,20,Books,Magazines,49.65,2,24.83,2024-05-21,1,49.65,231.4026086956522
375,24,Beauty,Fragrances,106.69,3,35.56,2024-04-25,1,106.69,188.4
259,5,Electronics,Accessories,677.43,1,677.43,2023-10-13,1,677.43,213.31
474,21,Beauty,Skincare,8.93,1,8.93,2023-10-01,1,8.93,193.37333333333333
360,45,Home & Living,Kitchen,205.3,1,205.3,2024-11-03,1,205.3,216.00966101694914
459,28,Beauty,Makeup,182.11,2,91.06,2023-10-31,1,182.11,237.30338983050848
329,19,Books,Comics,15.12,1,15.12,2024-07-07,1,15.12,243.69666666666666
373,21,Beauty,Skincare,11.01,1,11.01,2023-09-22,2,35.76,135.79526315789474
110,28,Beauty,Makeup,84.23,1,84.23,2023-10-29,1,84.23,222.7770833333333
32,23,Beauty,Haircare,37.15,2,18.57,2024-04-15,1,37.15,155.30615384615385
402,16,Books,Fiction,37.91,2,18.95,2023-04-10,1,37.91,207.006338028169
294,10,Clothing,Accessories,89.7,1,89.7,2023-11-09,1,89.7,180.50293103448277
165,8,Clothing,Dresses,55.79,1,55.79,2023-12-30,2,71.84,244.03348484848487
280,26,Home & Living,Bedding,278.41,2,139.21,2023-12-14,1,278.41,236.8065
215,28,Beauty,Makeup,192.07,2,96.03,2024-07-27,1,192.07,249.81205882352944
77,34,Books,Educational,21.97,1,21.97,2023-04-13,1,21.97,258.0738181818182
66,18,Books,Educational,25.08,1,25.08,2023-09-14,2,84.53999999999999,182.63215384615384
464,19,Books,Comics,12.98,1,12.98,2024-02-17,1,12.98,239.47115942028984
236,46,Clothing,Accessories,67.04,1,67.04,2024-12-31,1,67.04,213.41847826086956
228,24,Beauty,Fragrances,35.24,1,35.24,2023-06-26,1,35.24,253.6744776119403
349,25,Beauty,Tools,29.31,1,29.31,2025-01-13,1,29.31,280.6581967213115
496,3,Electronics,Headphones,114.74,1,114.74,2023-08-28,1,114.74,158.65283333333335
102,40,Electronics,Accessories,214.9,1,214.9,2024-03-13,4,458.31,249.71690140845072
153,25,Beauty,Tools,23.89,1,23.89,2024-05-12,2,38.69,235.21806451612903
249,11,Home & Living,Furniture,259.88,1,259.88,2023-08-20,2,1725.8200000000002,243.6220895522388
461,39,Home & Living,Bedding,58.21,1,58.21,2024-03-26,1,58.21,457.4025862068965
500,21,Beauty,Skincare,18.96,2,9.48,2024-09-10,2,33.68,191.0978431372549
370,16,Books,Fiction,16.85,1,16.85,2025-01-02,1,16.85,235.5920754716981
246,28,Beauty,Makeup,92.7,1,92.7,2023-02-10,1,92.7,162.25266666666667
406,2,Electronics,Laptops,716.12,1,716.12,2024-09-01,1,716.12,157.19121212121215
235,17,Books,Non-Fiction,34.66,1,34.66,2024-02-14,1,34.66,210.0109677419355
176,17,Books,Non-Fiction,76.87,2,38.44,2024-05-23,1,76.87,292.07471428571426
45,45,Home & Living,Kitchen,214.53,1,214.53,2023-01-27,1,214.53,259.7190909090909
114,12,Home & Living,Kitchen,153.08,1,153.08,2024-01-16,1,153.08,342.1308474576271
414,12,Home & Living,Kitchen,148.12,1,148.12,2024-02-24,2,308.71000000000004,274.3381632653061
415,33,Books,Comics,10.02,1,10.02,2024-03-25,1,10.02,155.96244444444446
362,37,Clothing,Shoes,117.01,1,117.01,2024-07-25,1,117.01,188.49055555555555
54,17,Books,Non-Fiction,33.29,1,33.29,2024-08-02,1,33.29,342.49360655737706
378,13,Home & Living,Decor,284.16,1,284.16,2024-09-29,1,284.16,224.48000000000002
129,15,Home & Living,Storage,366.51,1,366.51,2024-06-03,2,424.41999999999996,182.19939393939393
136,18,Books,Educational,24.62,1,24.62,2023-09-02,1,24.62,179.95573770491805
94,14,Home & Living,Bedding,267.12,1,267.12,2023-10-27,1,267.12,210.2809090909091
29,20,Books,Magazines,26.91,1,26.91,2024-04-11,1,26.91,223.17555555555555
251,42,Beauty,Haircare,242.45,3,80.82,2024-02-23,2,274.90999999999997,300.6121428571428
98,18,Books,Educational,24.43,1,24.43,2023-12-31,1,24.43,234.1818181818182
64,19,Books,Comics,27.43,2,13.71,2024-12-05,1,27.43,164.31671875
444,30,Electronics,Smartphones,144.44,1,144.44,2024-12-16,1,144.44,302.47415384615385
378,19,Books,Comics,14.52,1,14.52,2023-07-09,2,298.68,224.48000000000002
94,3,Electronics,Headphones,106.5,1,106.5,2023-05-31,2,373.62,210.2809090909091
70,18,Books,Educational,23.49,1,23.49,2024-07-20,2,147.21,333.75755102040813
209,47,Electronics,Headphones,234.57,1,234.57,2023-02-17,1,234.57,156.58073529411763
75,10,Clothing,Accessories,109.08,1,109.08,2024-02-28,1,109.08,264.4509433962264
263,5,Electronics,Accessories,845.72,1,845.72,2024-09-18,1,845.72,263.0652727272727
315,38,Beauty,Tools,28.39,1,28.39,2024-08-20,1,28.39,179.31016129032258
45,24,Beauty,Fragrances,112.95,3,37.65,2023-04-16,2,327.48,259.7190909090909
404,5,Electronics,Accessories,1726.16,2,863.08,2024-11-09,1,1726.16,218.22370370370368
80,36,Beauty,Tools,66.62,1,66.62,2024-04-03,1,66.62,229.40742424242424
183,43,Clothing,Dresses,45.19,1,45.19,2023-06-08,1,45.19,190.37629032258064
478,49,Clothing,Dresses,66.68,1,66.68,2024-05-07,1,66.68,228.99735294117647
351,36,Beauty,Tools,135.35,2,67.68,2023-07-26,1,135.35,209.9330612244898
98,23,Beauty,Haircare,54.98,3,18.33,2024-02-13,2,79.41,234.1818181818182
151,27,Beauty,Makeup,12.71,1,12.71,2023-12-22,1,12.71,343.41825396825396
135,28,Beauty,Makeup,303.8,3,101.27,2023-12-21,4,1470.37,246.42188405797103
485,38,Beauty,Tools,60.97,2,30.48,2024-02-13,2,572.6,217.40666666666667
179,12,Home & Living,Kitchen,166.41,1,166.41,2023-11-01,1,166.41,307.1282258064516
59,43,Clothing,Dresses,43.16,1,43.16,2024-03-27,1,43.16,334.97
428,44,Home & Living,Furniture,133.01,1,133.01,2023-10-06,1,133.01,229.59699999999998
454,5,Electronics,Accessories,2601.17,3,867.06,2023-04-14,1,2601.17,267.6030769230769
495,20,Books,Magazines,29.83,1,29.83,2024-05-16,1,29.83,175.6327142857143
452,20,Books,Magazines,52.78,2,26.39,2024-07-26,2,536.22,296.85483870967744
89,49,Clothing,Dresses,140.92,2,70.46,2023-03-15,1,140.92,182.02589285714288
453,30,Electronics,Smartphones,312.56,2,156.28,2024-01-14,1,312.56,245.81741379310344
161,43,Clothing,Dresses,35.4,1,35.4,2023-09-07,1,35.4,187.6761111111111
415,33,Books,Comics,20.24,2,10.12,2024-11-18,2,30.259999999999998,155.96244444444446
286,16,Books,Fiction,18.24,1,18.24,2023-02-21,2,74.97,175.47456140350877
440,42,Beauty,Haircare,87.26,1,87.26,2023-10-01,1,87.26,188.71378787878788
12,4,Electronics,Tablets,765.18,1,765.18,2023-08-13,1,765.18,256.90491525423727
267,17,Books,Non-Fiction,38.69,1,38.69,2023-02-10,1,38.69,144.27418181818183
434,39,Home & Living,Bedding,52.48,1,52.48,2024-10-18,1,52.48,168.27599999999998
13,38,Beauty,Tools,33.6,1,33.6,2023-06-26,1,33.6,261.01733333333334
233,11,Home & Living,Furniture,268.08,1,268.08,2023-09-22,1,268.08,177.9683606557377
465,15,Home & Living,Storage,421.68,1,421.68,2024-12-06,2,497.25,202.17212765957447
349,35,Home & Living,Kitchen,207.21,1,207.21,2023-09-01,2,236.52,280.6581967213115
404,3,Electronics,Headphones,230.46,2,115.23,2023-10-10,2,1956.6200000000001,218.22370370370368
455,49,Clothing,Dresses,145.89,2,72.95,2023-07-11,2,205.10999999999999,213.98407407407407
183,30,Electronics,Smartphones,270.82,2,135.41,2023-05-18,2,316.01,190.37629032258064
91,5,Electronics,Accessories,711.15,1,711.15,2023-07-07,1,711.15,274.6546
134,2,Electronics,Laptops,640.53,1,640.53,2023-12-05,1,640.53,231.1288888888889
42,17,Books,Non-Fiction,107.97,3,35.99,2023-05-11,1,107.97,292.0029411764706
340,8,Clothing,Dresses,49.91,1,49.91,2024-09-04,1,49.91,194.76579710144927
364,43,Clothing,Dresses,85.41,2,42.71,2023-12-06,2,294.43,152.6867213114754
218,13,Home & Living,Decor,306.91,1,306.91,2024-02-09,3,494.22,195.07415384615385
398,37,Clothing,Shoes,344.15,3,114.72,2024-03-02,1,344.15,247.43745454545453
58,15,Home & Living,Storage,399.9,1,399.9,2023-08-12,2,541.12,280.8357352941177
435,13,Home & Living,Decor,248.32,1,248.32,2024-12-28,2,313.23,224.30342465753424
249,31,Clothing,Shoes,78.59,1,78.59,2023-09-26,3,1804.41,243.6220895522388
242,45,Home & Living,Kitchen,324.83,2,162.42,2023-05-05,1,324.83,200.38016129032258
437,9,Clothing,Shoes,59.18,1,59.18,2025-01-03,1,59.18,178.21328358208956
389,16,Books,Fiction,61.49,3,20.5,2023-11-25,1,61.49,240.04999999999998
331,32,Electronics,Smartphones,514.29,1,514.29,2024-12-21,1,514.29,192.86342465753427
38,46,Clothing,Accessories,123.69,2,61.85,2024-09-26,1,123.69,241.56552631578947
284,49,Clothing,Dresses,185.91,3,61.97,2023-05-24,1,185.91,200.81514285714286
364,20,Books,Magazines,60.51,2,30.25,2024-08-22,3,354.94,152.6867213114754
340,43,Clothing,Dresses,38.54,1,38.54,2024-01-11,2,88.44999999999999,194.76579710144927
154,8,Clothing,Dresses,47.16,1,47.16,2024-07-19,1,47.16,235.30648648648648
417,11,Home & Living,Furniture,257.16,1,257.16,2024-02-04,2,326.57000000000005,318.4668965517242
342,33,Books,Comics,11.77,1,11.77,2023-04-01,1,11.77,142.5214
228,42,Beauty,Haircare,95.95,1,95.95,2024-01-05,2,131.19,253.6744776119403
108,49,Clothing,Dresses,121.86,2,60.93,2023-02-02,1,121.86,190.11068493150685
223,42,Beauty,Haircare,90.76,1,90.76,2024-03-26,1,90.76,279.4828947368421
409,30,Electronics,Smartphones,324.32,2,162.16,2024-06-05,1,324.32,228.54095238095238
264,22,Beauty,Makeup,38.03,1,38.03,2023-05-09,1,38.03,138.37818181818182
18,31,Clothing,Shoes,82.16,1,82.16,2024-04-08,1,82.16,205.80290909090908
188,41,Clothing,Shoes,95.74,1,95.74,2024-01-26,1,95.74,296.1210714285714
378,21,Beauty,Skincare,10.8,1,10.8,2024-05-05,3,309.48,224.48000000000002
190,15,Home & Living,Storage,1342.09,3,447.36,2025-01-14,1,1342.09,342.32962264150945
51,5,Electronics,Accessories,743.81,1,743.81,2023-06-26,1,743.81,287.05054794520544
111,30,Electronics,Smartphones,141.02,1,141.02,2024-07-08,2,181.26000000000002,180.5136231884058
330,32,Electronics,Smartphones,499.08,1,499.08,2023-10-24,2,868.51,185.04892307692307
171,47,Electronics,Headphones,511.36,2,255.68,2024-10-12,1,511.36,324.84685185185185
476,48,Beauty,Makeup,27.85,1,27.85,2024-07-25,1,27.85,201.32142857142858
141,46,Clothing,Accessories,66.1,1,66.1,2024-05-30,1,66.1,246.945
376,19,Books,Comics,13.91,1,13.91,2024-09-18,2,172.95,173.94913793103447
198,46,Clothing,Accessories,59.0,1,59.0,2023-10-22,1,59.0,224.29702127659573
473,18,Books,Educational,24.37,1,24.37,2023-12-17,1,24.37,178.87653846153847
241,23,Beauty,Haircare,30.04,2,15.02,2023-09-29,1,30.04,225.38645161290324
387,48,Beauty,Makeup,24.57,1,24.57,2023-04-19,1,24.57,228.8265
456,22,Beauty,Makeup,43.33,1,43.33,2024-04-26,2,514.4300000000001,307.46829787234043
178,21,Beauty,Skincare,10.69,1,10.69,2024-05-10,2,831.5300000000001,244.85704225352112
309,13,Home & Living,Decor,294.09,1,294.09,2024-08-26,1,294.09,189.97263157894736
483,14,Home & Living,Bedding,263.19,1,263.19,2024-10-06,1,263.19,299.3727272727273
343,26,Home & Living,Bedding,218.97,2,109.48,2024-12-05,1,218.97,274.6378260869566
140,9,Clothing,Shoes,108.29,2,54.14,2023-02-19,2,183.78,188.49542372881356
484,23,Beauty,Haircare,14.2,1,14.2,2024-06-10,1,14.2,209.33542372881357
43,39,Home & Living,Bedding,49.28,1,49.28,2023-12-19,1,49.28,248.75779661016946
235,45,Home & Living,Kitchen,193.44,1,193.44,2023-08-26,2,228.1,210.0109677419355
386,12,Home & Living,Kitchen,164.96,1,164.96,2024-01-19,1,164.96,221.68854166666665
269,44,Home & Living,Furniture,449.27,3,149.76,2024-01-04,2,497.57,252.65018867924528
470,10,Clothing,Accessories,96.27,1,96.27,2023-11-03,1,96.27,274.105
52,16,Books,Fiction,18.63,1,18.63,2024-09-22,1,18.63,243.8065306122449
435,11,Home & Living,Furniture,263.14,1,263.14,2023-10-30,3,576.37,224.30342465753424
402,4,Electronics,Tablets,713.35,1,713.35,2024-07-03,2,751.26,207.006338028169
497,31,Clothing,Shoes,71.33,1,71.33,2023-08-04,1,71.33,234.91059701492537
378,37,Clothing,Shoes,145.65,1,145.65,2024-03-12,4,455.13,224.48000000000002
19,33,Books,Comics,12.3,1,12.3,2024-06-04,1,12.3,219.00081967213114
209,47,Electronics,Headphones,743.97,3,247.99,2023-09-24,2,978.54,156.58073529411763
338,1,Electronics,Smartphones,476.18,1,476.18,2024-12-28,1,476.18,187.03692307692307
377,11,Home & Living,Furniture,205.34,1,205.34,2024-05-22,1,205.34,186.13925925925926
462,32,Electronics,Smartphones,564.83,1,564.83,2024-11-12,1,564.83,185.90015151515152
459,13,Home & Living,Decor,258.74,1,258.74,2024-04-23,2,440.85,237.30338983050848
140,19,Books,Comics,14.52,1,14.52,2023-04-26,3,198.3,188.49542372881356
325,46,Clothing,Accessories,169.11,3,56.37,2023-11-18,1,169.11,190.7031884057971
61,49,Clothing,Dresses,154.39,2,77.2,2023-09-04,1,154.39,278.94852459016397
445,4,Electronics,Tablets,671.13,1,671.13,2023-09-27,2,735.16,233.68555555555557
10,33,Books,Comics,11.22,1,11.22,2024-09-07,3,205.56,190.2526984126984
26,42,Beauty,Haircare,86.36,1,86.36,2024-02-02,1,86.36,229.79246575342464
80,42,Beauty,Haircare,174.41,2,87.21,2024-07-17,2,241.03,229.40742424242424
85,25,Beauty,Tools,26.72,1,26.72,2024-01-08,1,26.72,240.04614035087718
380,36,Beauty,Tools,60.53,1,60.53,2024-03-31,1,60.53,223.8995238095238
20,41,Clothing,Shoes,213.35,2,106.68,2024-08-06,2,468.78999999999996,227.96986486486486
115,40,Electronics,Accessories,233.12,1,233.12,2025-01-09,2,309.91,220.39328358208957
208,44,Home & Living,Furniture,114.54,1,114.54,2024-04-29,1,114.54,165.08238095238096
333,44,Home & Living,Furniture,118.15,1,118.15,2023-10-25,1,118.15,245.72882352941176
25,24,Beauty,Fragrances,36.72,1,36.72,2023-11-30,1,36.72,225.86393442622952
179,38,Beauty,Tools,33.9,1,33.9,2023-05-24,2,200.31,307.1282258064516
275,39,Home & Living,Bedding,64.48,1,64.48,2023-08-06,1,64.48,215.2911111111111
393,3,Electronics,Headphones,101.15,1,101.15,2024-07-22,2,225.49,215.41890625
183,39,Home & Living,Bedding,49.86,1,49.86,2024-12-27,3,365.87,190.37629032258064
38,14,Home & Living,Bedding,717.99,3,239.33,2023-08-30,2,841.6800000000001,241.56552631578947
389,15,Home & Living,Storage,405.21,1,405.21,2023-10-31,2,466.7,240.04999999999998
296,19,Books,Comics,13.05,1,13.05,2024-09-15,1,13.05,263.2948333333333
456,8,Clothing,Dresses,47.19,1,47.19,2024-07-11,3,561.62,307.46829787234043
